trait,year,mother,line,replicate,value
plant_height,2022,M2,LI23,2,176.0
head_diameter,2022,M2,LI23,2,21.0
plant_height,2022,M2,LI23,2,163.0
head_diameter,2022,M2,LI23,2,14.0
plant_height,2022,M2,LI23,2,165.0
head_diameter,2022,M2,LI23,2,24.0
plant_height,2022,M2,LI23,2,178.0
head_diameter,2022,M2,LI23,2,14.0
plant_height,2022,M2,LI23,2,155.0
head_diameter,2022,M2,LI23,2,23.0
plant_height,2022,M2,LI23,2,167.0
head_diameter,2022,M2,LI23,2,16.0
plant_height,2022,M2,LI23,2,162.0
head_diameter,2022,M2,LI23,2,15.0
plant_height,2022,M2,LI24,1,171.0
head_diameter,2022,M2,LI24,1,22.0
plant_height,2022,M2,LI24,1,148.0
head_diameter,2022,M2,LI24,1,21.0
plant_height,2022,M2,LI24,1,154.0
head_diameter,2022,M2,LI24,1,18.0
plant_height,2022,M2,LI24,1,155.0
head_diameter,2022,M2,LI24,1,15.0
plant_height,2022,M2,LI24,1,157.0
head_diameter,2022,M2,LI24,1,18.0
plant_height,2022,M2,LI24,1,167.0
head_diameter,2022,M2,LI24,1,20.0
plant_height,2022,M2,LI24,1,147.0
head_diameter,2022,M2,LI24,1,19.0
plant_height,2022,M2,LI24,1,145.0
head_diameter,2022,M2,LI24,1,19.0
plant_height,2022,M2,LI24,1,169.0
head_diameter,2022,M2,LI24,1,19.0
plant_height,2022,M2,LI24,1,154.0
head_diameter,2022,M2,LI24,1,18.0
plant_height,2022,M2,LI24,2,145.0
head_diameter,2022,M2,LI24,2,23.0
plant_height,2022,M2,LI24,2,158.0
head_diameter,2022,M2,LI24,2,17.0
plant_height,2022,M2,LI24,2,155.0
head_diameter,2022,M2,LI24,2,20.0
plant_height,2022,M2,LI24,2,143.0
head_diameter,2022,M2,LI24,2,14.0
plant_height,2022,M2,LI24,2,148.0
head_diameter,2022,M2,LI24,2,22.0
plant_height,2022,M2,LI24,2,157.0
head_diameter,2022,M2,LI24,2,19.0
plant_height,2022,M2,LI24,2,155.0
head_diameter,2022,M2,LI24,2,20.0
plant_height,2022,M2,LI24,2,156.0
head_diameter,2022,M2,LI24,2,12.0
plant_height,2022,M2,LI24,2,175.0
head_diameter,2022,M2,LI24,2,18.0
plant_height,2022,M2,LI24,2,166.0
head_diameter,2022,M2,LI24,2,20.0
plant_height,2022,M2,LI25,1,173.0
head_diameter,2022,M2,LI25,1,24.0
plant_height,2022,M2,LI25,1,180.0
head_diameter,2022,M2,LI25,1,23.0
plant_height,2022,M2,LI25,1,180.0
head_diameter,2022,M2,LI25,1,22.0
plant_height,2022,M2,LI25,1,174.0
head_diameter,2022,M2,LI25,1,22.0
plant_height,2022,M2,LI25,1,172.0
head_diameter,2022,M2,LI25,1,23.0
plant_height,2022,M2,LI25,1,175.0
head_diameter,2022,M2,LI25,1,22.0
plant_height,2022,M2,LI25,1,167.0
head_diameter,2022,M2,LI25,1,24.0
plant_height,2022,M2,LI25,1,173.0
head_diameter,2022,M2,LI25,1,21.0
plant_height,2022,M2,LI25,1,166.0
head_diameter,2022,M2,LI25,1,26.0
plant_height,2022,M2,LI25,1,176.0
head_diameter,2022,M2,LI25,1,23.0
plant_height,2022,M2,LI25,2,163.0
head_diameter,2022,M2,LI25,2,19.0
plant_height,2022,M2,LI25,2,169.0
head_diameter,2022,M2,LI25,2,19.0
plant_height,2022,M2,LI25,2,171.0
head_diameter,2022,M2,LI25,2,21.0
plant_height,2022,M2,LI25,2,175.0
head_diameter,2022,M2,LI25,2,16.0
plant_height,2022,M2,LI25,2,165.0
head_diameter,2022,M2,LI25,2,20.0
plant_height,2022,M2,LI25,2,153.0
head_diameter,2022,M2,LI25,2,20.0
plant_height,2022,M2,LI25,2,167.0
head_diameter,2022,M2,LI25,2,19.0
plant_height,2022,M2,LI25,2,164.0
head_diameter,2022,M2,LI25,2,22.0
plant_height,2022,M2,LI25,2,163.0
head_diameter,2022,M2,LI25,2,23.0
plant_height,2022,M2,LI25,2,164.0
head_diameter,2022,M2,LI25,2,22.0
plant_height,2022,M2,LI27,1,164.0
head_diameter,2022,M2,LI27,1,19.0
plant_height,2022,M2,LI27,1,173.0
head_diameter,2022,M2,LI27,1,22.0
plant_height,2022,M2,LI27,1,169.0
head_diameter,2022,M2,LI27,1,19.0
plant_height,2022,M2,LI27,1,165.0
head_diameter,2022,M2,LI27,1,22.0
plant_height,2022,M2,LI27,1,164.0
head_diameter,2022,M2,LI27,1,22.0
plant_height,2022,M2,LI27,1,170.0
head_diameter,2022,M2,LI27,1,22.0
plant_height,2022,M2,LI27,1,169.0
head_diameter,2022,M2,LI27,1,22.0
plant_height,2022,M2,LI27,1,163.0
head_diameter,2022,M2,LI27,1,23.0
plant_height,2022,M2,LI27,1,161.0
head_diameter,2022,M2,LI27,1,16.0
plant_height,2022,M2,LI27,1,165.0
head_diameter,2022,M2,LI27,1,20.0
plant_height,2022,M2,LI27,2,145.0
head_diameter,2022,M2,LI27,2,20.0
plant_height,2022,M2,LI27,2,148.0
head_diameter,2022,M2,LI27,2,17.0
plant_height,2022,M2,LI27,2,149.0
head_diameter,2022,M2,LI27,2,17.0
plant_height,2022,M2,LI27,2,156.0
head_diameter,2022,M2,LI27,2,19.0
plant_height,2022,M2,LI27,2,146.0
head_diameter,2022,M2,LI27,2,18.0
plant_height,2022,M2,LI27,2,156.0
head_diameter,2022,M2,LI27,2,21.0
plant_height,2022,M2,LI27,2,144.0
head_diameter,2022,M2,LI27,2,20.0
plant_height,2022,M2,LI27,2,156.0
head_diameter,2022,M2,LI27,2,17.0
plant_height,2022,M2,LI27,2,149.0
head_diameter,2022,M2,LI27,2,18.0
plant_height,2022,M2,LI27,2,152.0
head_diameter,2022,M2,LI27,2,14.0
plant_height,2022,M2,LI28,1,158.0
head_diameter,2022,M2,LI28,1,23.0
plant_height,2022,M2,LI28,1,160.0
head_diameter,2022,M2,LI28,1,18.0
plant_height,2022,M2,LI28,1,174.0
head_diameter,2022,M2,LI28,1,18.0
plant_height,2022,M2,LI28,1,166.0
head_diameter,2022,M2,LI28,1,19.0
plant_height,2022,M2,LI28,1,172.0
head_diameter,2022,M2,LI28,1,21.0
plant_height,2022,M2,LI28,1,174.0
head_diameter,2022,M2,LI28,1,18.0
plant_height,2022,M2,LI28,1,142.0
head_diameter,2022,M2,LI28,1,19.0
plant_height,2022,M2,LI28,1,151.0
head_diameter,2022,M2,LI28,1,23.0
plant_height,2022,M2,LI28,1,166.0
head_diameter,2022,M2,LI28,1,21.0
plant_height,2022,M2,LI28,1,156.0
head_diameter,2022,M2,LI28,1,20.0
plant_height,2022,M2,LI28,2,155.0
head_diameter,2022,M2,LI28,2,18.0
plant_height,2022,M2,LI28,2,151.0
head_diameter,2022,M2,LI28,2,18.0
plant_height,2022,M2,LI28,2,169.0
head_diameter,2022,M2,LI28,2,20.0
plant_height,2022,M2,LI28,2,147.0
head_diameter,2022,M2,LI28,2,19.0
plant_height,2022,M2,LI28,2,157.0
head_diameter,2022,M2,LI28,2,18.0
plant_height,2022,M2,LI28,2,152.0
head_diameter,2022,M2,LI28,2,20.0
plant_height,2022,M2,LI28,2,159.0
head_diameter,2022,M2,LI28,2,21.0
plant_height,2022,M2,LI28,2,143.0
head_diameter,2022,M2,LI28,2,20.0
plant_height,2022,M2,LI28,2,156.0
head_diameter,2022,M2,LI28,2,20.0
plant_height,2022,M2,LI28,2,169.0
head_diameter,2022,M2,LI28,2,18.0
plant_height,2022,M2,LI29,1,177.0
head_diameter,2022,M2,LI29,1,18.0
plant_height,2022,M2,LI29,1,169.0
head_diameter,2022,M2,LI29,1,16.0
plant_height,2022,M2,LI29,1,169.0
head_diameter,2022,M2,LI29,1,19.0
plant_height,2022,M2,LI29,1,168.0
head_diameter,2022,M2,LI29,1,14.0
plant_height,2022,M2,LI29,1,163.0
head_diameter,2022,M2,LI29,1,13.0
plant_height,2022,M2,LI29,1,154.0
head_diameter,2022,M2,LI29,1,15.0
plant_height,2022,M2,LI29,1,163.0
head_diameter,2022,M2,LI29,1,17.0
plant_height,2022,M2,LI29,1,168.0
head_diameter,2022,M2,LI29,1,18.0
plant_height,2022,M2,LI29,1,165.0
head_diameter,2022,M2,LI29,1,14.0
plant_height,2022,M2,LI29,1,166.0
head_diameter,2022,M2,LI29,1,14.0
plant_height,2022,M2,LI29,2,159.0
head_diameter,2022,M2,LI29,2,16.0
plant_height,2022,M2,LI29,2,161.0
head_diameter,2022,M2,LI29,2,16.0
plant_height,2022,M2,LI29,2,158.0
head_diameter,2022,M2,LI29,2,15.0
plant_height,2022,M2,LI29,2,173.0
head_diameter,2022,M2,LI29,2,14.0
plant_height,2022,M2,LI29,2,164.0
head_diameter,2022,M2,LI29,2,20.0
plant_height,2022,M2,LI29,2,162.0
head_diameter,2022,M2,LI29,2,20.0
plant_height,2022,M2,LI29,2,159.0
head_diameter,2022,M2,LI29,2,18.0
plant_height,2022,M2,LI29,2,169.0
head_diameter,2022,M2,LI29,2,17.0
plant_height,2022,M2,LI29,2,173.0
head_diameter,2022,M2,LI29,2,15.0
plant_height,2022,M2,LI29,2,175.0
head_diameter,2022,M2,LI29,2,17.0
plant_height,2022,M2,LI30,1,192.0
head_diameter,2022,M2,LI30,1,22.0
plant_height,2022,M2,LI30,1,187.0
head_diameter,2022,M2,LI30,1,16.0
plant_height,2022,M2,LI30,1,180.0
head_diameter,2022,M2,LI30,1,20.0
plant_height,2022,M2,LI30,1,180.0
head_diameter,2022,M2,LI30,1,22.0
plant_height,2022,M2,LI30,1,177.0
head_diameter,2022,M2,LI30,1,18.0
plant_height,2022,M2,LI30,1,181.0
head_diameter,2022,M2,LI30,1,23.0
plant_height,2022,M2,LI30,1,186.0
head_diameter,2022,M2,LI30,1,19.0
plant_height,2022,M2,LI30,1,178.0
head_diameter,2022,M2,LI30,1,16.0
plant_height,2022,M2,LI30,1,184.0
head_diameter,2022,M2,LI30,1,14.0
plant_height,2022,M2,LI30,1,184.0
head_diameter,2022,M2,LI30,1,19.0
plant_height,2022,M2,LI30,2,184.0
head_diameter,2022,M2,LI30,2,20.0
plant_height,2022,M2,LI30,2,183.0
head_diameter,2022,M2,LI30,2,20.0
plant_height,2022,M2,LI30,2,174.0
head_diameter,2022,M2,LI30,2,23.0
plant_height,2022,M2,LI30,2,179.0
head_diameter,2022,M2,LI30,2,18.0
plant_height,2022,M2,LI30,2,188.0
head_diameter,2022,M2,LI30,2,20.0
plant_height,2022,M2,LI30,2,186.0
head_diameter,2022,M2,LI30,2,22.0
plant_height,2022,M2,LI30,2,182.0
head_diameter,2022,M2,LI30,2,17.0
plant_height,2022,M2,LI30,2,185.0
head_diameter,2022,M2,LI30,2,17.0
plant_height,2022,M2,LI30,2,181.0
head_diameter,2022,M2,LI30,2,23.0
plant_height,2022,M2,LI30,2,179.0
head_diameter,2022,M2,LI30,2,18.0
plant_height,2022,M2,LI31,1,179.0
head_diameter,2022,M2,LI31,1,21.0
plant_height,2022,M2,LI31,1,176.0
head_diameter,2022,M2,LI31,1,20.0
plant_height,2022,M2,LI31,1,188.0
head_diameter,2022,M2,LI31,1,21.0
plant_height,2022,M2,LI31,1,179.0
head_diameter,2022,M2,LI31,1,17.0
plant_height,2022,M2,LI31,1,178.0
head_diameter,2022,M2,LI31,1,23.0
plant_height,2022,M2,LI31,1,186.0
head_diameter,2022,M2,LI31,1,21.0
plant_height,2022,M2,LI31,1,178.0
head_diameter,2022,M2,LI31,1,18.0
plant_height,2022,M2,LI31,1,181.0
head_diameter,2022,M2,LI31,1,21.0
plant_height,2022,M2,LI31,1,166.0
head_diameter,2022,M2,LI31,1,18.0
plant_height,2022,M2,LI31,1,185.0
head_diameter,2022,M2,LI31,1,24.0
plant_height,2022,M2,LI31,2,160.0
head_diameter,2022,M2,LI31,2,22.0
plant_height,2022,M2,LI31,2,160.0
head_diameter,2022,M2,LI31,2,25.0
plant_height,2022,M2,LI31,2,158.0
head_diameter,2022,M2,LI31,2,23.0
plant_height,2022,M2,LI31,2,170.0
head_diameter,2022,M2,LI31,2,21.0
plant_height,2022,M2,LI31,2,180.0
head_diameter,2022,M2,LI31,2,22.0
plant_height,2022,M2,LI31,2,165.0
head_diameter,2022,M2,LI31,2,23.0
plant_height,2022,M2,LI31,2,178.0
head_diameter,2022,M2,LI31,2,22.0
plant_height,2022,M2,LI31,2,179.0
head_diameter,2022,M2,LI31,2,18.0
plant_height,2022,M2,LI31,2,170.0
head_diameter,2022,M2,LI31,2,23.0
plant_height,2022,M2,LI31,2,168.0
head_diameter,2022,M2,LI31,2,16.0
plant_height,2022,M2,LI32,1,168.0
head_diameter,2022,M2,LI32,1,20.0
plant_height,2022,M2,LI32,1,169.0
head_diameter,2022,M2,LI32,1,17.0
plant_height,2022,M2,LI32,1,167.0
head_diameter,2022,M2,LI32,1,20.0
plant_height,2022,M2,LI32,1,180.0
head_diameter,2022,M2,LI32,1,19.0
plant_height,2022,M2,LI32,1,175.0
head_diameter,2022,M2,LI32,1,19.0
plant_height,2022,M2,LI32,1,182.0
head_diameter,2022,M2,LI32,1,21.0
plant_height,2022,M2,LI32,1,181.0
head_diameter,2022,M2,LI32,1,20.0
plant_height,2022,M2,LI32,1,181.0
head_diameter,2022,M2,LI32,1,21.0
plant_height,2022,M2,LI32,1,175.0
head_diameter,2022,M2,LI32,1,17.0
plant_height,2022,M2,LI32,1,177.0
head_diameter,2022,M2,LI32,1,19.0
plant_height,2022,M2,LI32,2,173.0
head_diameter,2022,M2,LI32,2,24.0
plant_height,2022,M2,LI32,2,169.0
head_diameter,2022,M2,LI32,2,21.0
plant_height,2022,M2,LI32,2,173.0
head_diameter,2022,M2,LI32,2,23.0
plant_height,2022,M2,LI32,2,157.0
head_diameter,2022,M2,LI32,2,29.0
plant_height,2022,M2,LI32,2,161.0
head_diameter,2022,M2,LI32,2,28.0
plant_height,2022,M2,LI32,2,156.0
head_diameter,2022,M2,LI32,2,23.0
plant_height,2022,M2,LI32,2,164.0
head_diameter,2022,M2,LI32,2,24.0
plant_height,2022,M2,LI32,2,171.0
head_diameter,2022,M2,LI32,2,22.0
plant_height,2022,M2,LI32,2,168.0
head_diameter,2022,M2,LI32,2,18.0
plant_height,2022,M2,LI33,1,173.0
head_diameter,2022,M2,LI33,1,17.0
plant_height,2022,M2,LI33,1,166.0
head_diameter,2022,M2,LI33,1,21.0
plant_height,2022,M2,LI33,1,168.0
head_diameter,2022,M2,LI33,1,22.0
plant_height,2022,M2,LI33,1,171.0
head_diameter,2022,M2,LI33,1,21.0
plant_height,2022,M2,LI33,1,174.0
head_diameter,2022,M2,LI33,1,17.0
plant_height,2022,M2,LI33,1,161.0
head_diameter,2022,M2,LI33,1,21.0
plant_height,2022,M2,LI33,1,171.0
head_diameter,2022,M2,LI33,1,16.0
plant_height,2022,M2,LI33,1,164.0
head_diameter,2022,M2,LI33,1,21.0
plant_height,2022,M2,LI33,1,163.0
head_diameter,2022,M2,LI33,1,25.0
plant_height,2022,M2,LI33,1,166.0
head_diameter,2022,M2,LI33,1,18.0
plant_height,2022,M2,LI33,2,155.0
head_diameter,2022,M2,LI33,2,17.0
plant_height,2022,M2,LI33,2,153.0
head_diameter,2022,M2,LI33,2,20.0
plant_height,2022,M2,LI33,2,150.0
head_diameter,2022,M2,LI33,2,23.0
plant_height,2022,M2,LI33,2,138.0
head_diameter,2022,M2,LI33,2,23.0
plant_height,2022,M2,LI33,2,141.0
head_diameter,2022,M2,LI33,2,22.0
plant_height,2022,M2,LI33,2,149.0
head_diameter,2022,M2,LI33,2,25.0
plant_height,2022,M2,LI33,2,145.0
head_diameter,2022,M2,LI33,2,21.0
plant_height,2022,M2,LI33,2,158.0
head_diameter,2022,M2,LI33,2,23.0
plant_height,2022,M2,LI33,2,157.0
head_diameter,2022,M2,LI33,2,22.0
plant_height,2022,M2,LI33,2,174.0
head_diameter,2022,M2,LI33,2,21.0
plant_height,2022,M2,LI34,1,176.0
head_diameter,2022,M2,LI34,1,20.0
plant_height,2022,M2,LI34,1,167.0
head_diameter,2022,M2,LI34,1,17.0
plant_height,2022,M2,LI34,1,164.0
head_diameter,2022,M2,LI34,1,19.0
plant_height,2022,M2,LI34,1,171.0
head_diameter,2022,M2,LI34,1,17.0
plant_height,2022,M2,LI34,1,172.0
head_diameter,2022,M2,LI34,1,19.0
plant_height,2022,M2,LI34,1,175.0
head_diameter,2022,M2,LI34,1,20.0
plant_height,2022,M2,LI34,1,171.0
head_diameter,2022,M2,LI34,1,18.0
plant_height,2022,M2,LI34,1,162.0
head_diameter,2022,M2,LI34,1,16.0
plant_height,2022,M2,LI34,1,169.0
head_diameter,2022,M2,LI34,1,17.0
plant_height,2022,M2,LI34,1,158.0
head_diameter,2022,M2,LI34,1,16.0
plant_height,2022,M2,LI34,2,149.0
head_diameter,2022,M2,LI34,2,15.0
plant_height,2022,M2,LI34,2,157.0
head_diameter,2022,M2,LI34,2,17.0
plant_height,2022,M2,LI34,2,145.0
head_diameter,2022,M2,LI34,2,18.0
plant_height,2022,M2,LI34,2,141.0
head_diameter,2022,M2,LI34,2,17.0
plant_height,2022,M2,LI34,2,157.0
head_diameter,2022,M2,LI34,2,20.0
plant_height,2022,M2,LI34,2,149.0
head_diameter,2022,M2,LI34,2,15.0
plant_height,2022,M2,LI34,2,152.0
head_diameter,2022,M2,LI34,2,13.0
plant_height,2022,M2,LI34,2,154.0
head_diameter,2022,M2,LI34,2,15.0
plant_height,2022,M2,LI34,2,140.0
head_diameter,2022,M2,LI34,2,14.0
plant_height,2022,M2,LI34,2,156.0
head_diameter,2022,M2,LI34,2,16.0
plant_height,2022,M2,LI35,1,158.0
head_diameter,2022,M2,LI35,1,21.0
plant_height,2022,M2,LI35,1,180.0
head_diameter,2022,M2,LI35,1,22.0
plant_height,2022,M2,LI35,1,175.0
head_diameter,2022,M2,LI35,1,17.0
plant_height,2022,M2,LI35,1,168.0
head_diameter,2022,M2,LI35,1,18.0
plant_height,2022,M2,LI35,1,174.0
head_diameter,2022,M2,LI35,1,17.0
plant_height,2022,M2,LI35,1,157.0
head_diameter,2022,M2,LI35,1,19.0
plant_height,2022,M2,LI35,1,171.0
head_diameter,2022,M2,LI35,1,21.0
plant_height,2022,M2,LI35,1,161.0
head_diameter,2022,M2,LI35,1,21.0
plant_height,2022,M2,LI35,1,160.0
head_diameter,2022,M2,LI35,1,21.0
plant_height,2022,M2,LI35,1,168.0
head_diameter,2022,M2,LI35,1,25.0
plant_height,2022,M2,LI35,2,160.0
head_diameter,2022,M2,LI35,2,20.0
plant_height,2022,M2,LI35,2,168.0
head_diameter,2022,M2,LI35,2,22.0
plant_height,2022,M2,LI35,2,147.0
head_diameter,2022,M2,LI35,2,18.0
plant_height,2022,M2,LI35,2,155.0
head_diameter,2022,M2,LI35,2,16.0
plant_height,2022,M2,LI35,2,161.0
head_diameter,2022,M2,LI35,2,12.0
plant_height,2022,M2,LI35,2,153.0
head_diameter,2022,M2,LI35,2,17.0
plant_height,2022,M2,LI35,2,161.0
head_diameter,2022,M2,LI35,2,16.0
plant_height,2022,M2,LI35,2,158.0
head_diameter,2022,M2,LI35,2,20.0
plant_height,2022,M2,LI35,2,150.0
head_diameter,2022,M2,LI35,2,16.0
plant_height,2022,M2,LI35,2,150.0
head_diameter,2022,M2,LI35,2,15.0
plant_height,2022,M2,LI36,1,138.0
head_diameter,2022,M2,LI36,1,22.0
plant_height,2022,M2,LI36,1,143.0
head_diameter,2022,M2,LI36,1,19.0
plant_height,2022,M2,LI36,1,140.0
head_diameter,2022,M2,LI36,1,18.0
plant_height,2022,M2,LI36,1,134.0
head_diameter,2022,M2,LI36,1,18.0
plant_height,2022,M2,LI36,1,140.0
head_diameter,2022,M2,LI36,1,24.0
plant_height,2022,M2,LI36,1,159.0
head_diameter,2022,M2,LI36,1,22.0
plant_height,2022,M2,LI36,1,141.0
head_diameter,2022,M2,LI36,1,21.0
plant_height,2022,M2,LI36,1,146.0
head_diameter,2022,M2,LI36,1,21.0
plant_height,2022,M2,LI36,1,135.0
head_diameter,2022,M2,LI36,1,21.0
plant_height,2022,M2,LI36,1,132.0
head_diameter,2022,M2,LI36,1,22.0
plant_height,2022,M2,LI36,2,150.0
head_diameter,2022,M2,LI36,2,18.0
plant_height,2022,M2,LI36,2,139.0
head_diameter,2022,M2,LI36,2,17.0
plant_height,2022,M2,LI36,2,134.0
head_diameter,2022,M2,LI36,2,21.0
plant_height,2022,M2,LI36,2,135.0
head_diameter,2022,M2,LI36,2,19.0
plant_height,2022,M2,LI36,2,157.0
head_diameter,2022,M2,LI36,2,15.0
plant_height,2022,M2,LI36,2,149.0
head_diameter,2022,M2,LI36,2,20.0
plant_height,2022,M2,LI36,2,135.0
head_diameter,2022,M2,LI36,2,15.0
plant_height,2022,M2,LI36,2,127.0
head_diameter,2022,M2,LI36,2,18.0
plant_height,2022,M2,LI36,2,134.0
head_diameter,2022,M2,LI36,2,20.0
plant_height,2022,M2,LI36,2,150.0
head_diameter,2022,M2,LI36,2,23.0
plant_height,2022,M2,LI37,1,159.0
head_diameter,2022,M2,LI37,1,17.0
plant_height,2022,M2,LI37,1,156.0
head_diameter,2022,M2,LI37,1,18.0
plant_height,2022,M2,LI37,1,154.0
head_diameter,2022,M2,LI37,1,17.0
plant_height,2022,M2,LI37,1,160.0
head_diameter,2022,M2,LI37,1,20.0
plant_height,2022,M2,LI37,1,161.0
head_diameter,2022,M2,LI37,1,20.0
plant_height,2022,M2,LI37,1,153.0
head_diameter,2022,M2,LI37,1,20.0
plant_height,2022,M2,LI37,1,160.0
head_diameter,2022,M2,LI37,1,21.0
plant_height,2022,M2,LI37,1,162.0
head_diameter,2022,M2,LI37,1,18.0
plant_height,2022,M2,LI37,1,158.0
head_diameter,2022,M2,LI37,1,18.0
plant_height,2022,M2,LI37,1,168.0
head_diameter,2022,M2,LI37,1,21.0
plant_height,2022,M2,LI37,2,155.0
head_diameter,2022,M2,LI37,2,23.0
plant_height,2022,M2,LI37,2,149.0
head_diameter,2022,M2,LI37,2,25.0
plant_height,2022,M2,LI37,2,125.0
head_diameter,2022,M2,LI37,2,26.0
plant_height,2022,M2,LI37,2,142.0
head_diameter,2022,M2,LI37,2,21.0
plant_height,2022,M2,LI37,2,154.0
head_diameter,2022,M2,LI37,2,18.0
plant_height,2022,M2,LI37,2,141.0
head_diameter,2022,M2,LI37,2,16.0
plant_height,2022,M2,LI37,2,143.0
head_diameter,2022,M2,LI37,2,19.0
plant_height,2022,M2,LI37,2,156.0
head_diameter,2022,M2,LI37,2,18.0
plant_height,2022,M2,LI37,2,146.0
head_diameter,2022,M2,LI37,2,20.0
plant_height,2022,M2,LI37,2,159.0
head_diameter,2022,M2,LI37,2,20.0
plant_height,2022,M2,LI38,1,160.0
head_diameter,2022,M2,LI38,1,22.0
plant_height,2022,M2,LI38,1,175.0
head_diameter,2022,M2,LI38,1,21.0
plant_height,2022,M2,LI38,1,164.0
head_diameter,2022,M2,LI38,1,21.0
plant_height,2022,M2,LI38,1,180.0
head_diameter,2022,M2,LI38,1,22.0
plant_height,2022,M2,LI38,1,179.0
head_diameter,2022,M2,LI38,1,18.0
plant_height,2022,M2,LI38,1,175.0
head_diameter,2022,M2,LI38,1,19.0
plant_height,2022,M2,LI38,1,163.0
head_diameter,2022,M2,LI38,1,21.0
plant_height,2022,M2,LI38,1,166.0
head_diameter,2022,M2,LI38,1,25.0
plant_height,2022,M2,LI38,1,162.0
head_diameter,2022,M2,LI38,1,23.0
plant_height,2022,M2,LI38,1,168.0
head_diameter,2022,M2,LI38,1,22.0
plant_height,2022,M2,LI38,2,150.0
head_diameter,2022,M2,LI38,2,17.0
plant_height,2022,M2,LI38,2,155.0
head_diameter,2022,M2,LI38,2,13.0
plant_height,2022,M2,LI38,2,163.0
head_diameter,2022,M2,LI38,2,19.0
plant_height,2022,M2,LI38,2,157.0
head_diameter,2022,M2,LI38,2,15.0
plant_height,2022,M2,LI38,2,153.0
head_diameter,2022,M2,LI38,2,19.0
plant_height,2022,M2,LI38,2,157.0
head_diameter,2022,M2,LI38,2,13.0
plant_height,2022,M2,LI38,2,151.0
head_diameter,2022,M2,LI38,2,20.0
plant_height,2022,M2,LI38,2,153.0
head_diameter,2022,M2,LI38,2,16.0
plant_height,2022,M2,LI38,2,137.0
head_diameter,2022,M2,LI38,2,21.0
plant_height,2022,M2,LI38,2,142.0
head_diameter,2022,M2,LI38,2,20.0
plant_height,2022,M2,LI39,1,169.0
head_diameter,2022,M2,LI39,1,21.0
plant_height,2022,M2,LI39,1,170.0
head_diameter,2022,M2,LI39,1,24.0
plant_height,2022,M2,LI39,1,168.0
head_diameter,2022,M2,LI39,1,25.0
plant_height,2022,M2,LI39,1,168.0
head_diameter,2022,M2,LI39,1,22.0
plant_height,2022,M2,LI39,1,163.0
head_diameter,2022,M2,LI39,1,19.0
plant_height,2022,M2,LI39,1,159.0
head_diameter,2022,M2,LI39,1,22.0
plant_height,2022,M2,LI39,1,167.0
head_diameter,2022,M2,LI39,1,19.0
plant_height,2022,M2,LI39,1,168.0
head_diameter,2022,M2,LI39,1,21.0
plant_height,2022,M2,LI39,1,161.0
head_diameter,2022,M2,LI39,1,15.0
plant_height,2022,M2,LI39,1,170.0
head_diameter,2022,M2,LI39,1,17.0
plant_height,2022,M2,LI39,2,137.0
head_diameter,2022,M2,LI39,2,15.0
plant_height,2022,M2,LI39,2,147.0
head_diameter,2022,M2,LI39,2,19.0
plant_height,2022,M2,LI39,2,143.0
head_diameter,2022,M2,LI39,2,20.0
plant_height,2022,M2,LI39,2,160.0
head_diameter,2022,M2,LI39,2,16.0
plant_height,2022,M2,LI39,2,137.0
head_diameter,2022,M2,LI39,2,17.0
plant_height,2022,M2,LI39,2,136.0
head_diameter,2022,M2,LI39,2,20.0
plant_height,2022,M2,LI39,2,136.0
head_diameter,2022,M2,LI39,2,20.0
plant_height,2022,M2,LI39,2,158.0
head_diameter,2022,M2,LI39,2,17.0
plant_height,2022,M2,LI39,2,135.0
head_diameter,2022,M2,LI39,2,19.0
plant_height,2022,M2,LI39,2,147.0
head_diameter,2022,M2,LI39,2,15.0
plant_height,2022,M2,LI40,1,162.0
head_diameter,2022,M2,LI40,1,19.0
plant_height,2022,M2,LI40,1,150.0
head_diameter,2022,M2,LI40,1,23.0
plant_height,2022,M2,LI40,1,161.0
head_diameter,2022,M2,LI40,1,19.0
plant_height,2022,M2,LI40,1,145.0
head_diameter,2022,M2,LI40,1,22.0
plant_height,2022,M2,LI40,1,152.0
head_diameter,2022,M2,LI40,1,17.0
plant_height,2022,M2,LI40,1,138.0
head_diameter,2022,M2,LI40,1,21.0
plant_height,2022,M2,LI40,1,158.0
head_diameter,2022,M2,LI40,1,20.0
plant_height,2022,M2,LI40,1,152.0
head_diameter,2022,M2,LI40,1,21.0
plant_height,2022,M2,LI40,1,148.0
head_diameter,2022,M2,LI40,1,24.0
plant_height,2022,M2,LI40,1,145.0
head_diameter,2022,M2,LI40,1,20.0
plant_height,2022,M2,LI40,2,147.0
head_diameter,2022,M2,LI40,2,21.0
plant_height,2022,M2,LI40,2,147.0
head_diameter,2022,M2,LI40,2,22.0
plant_height,2022,M2,LI40,2,146.0
head_diameter,2022,M2,LI40,2,29.0
plant_height,2022,M2,LI40,2,140.0
head_diameter,2022,M2,LI40,2,25.0
plant_height,2022,M2,LI40,2,134.0
head_diameter,2022,M2,LI40,2,26.0
plant_height,2022,M2,LI40,2,146.0
head_diameter,2022,M2,LI40,2,25.0
plant_height,2022,M2,LI40,2,135.0
head_diameter,2022,M2,LI40,2,27.0
plant_height,2022,M2,LI40,2,130.0
head_diameter,2022,M2,LI40,2,28.0
plant_height,2022,M2,LI40,2,135.0
head_diameter,2022,M2,LI40,2,24.0
