trait,year,mother,line,replicate,value
head_diameter,2023,M1,LI14,1,20.0
plant_height,2023,M1,LI14,1,180.0
head_diameter,2023,M1,LI14,1,19.0
plant_height,2023,M1,LI14,1,175.0
head_diameter,2023,M1,LI14,1,24.5
plant_height,2023,M1,LI14,2,175.0
head_diameter,2023,M1,LI14,2,20.0
plant_height,2023,M1,LI14,2,178.0
head_diameter,2023,M1,LI14,2,21.0
plant_height,2023,M1,LI14,2,173.0
head_diameter,2023,M1,LI14,2,21.0
plant_height,2023,M1,LI14,2,172.0
head_diameter,2023,M1,LI14,2,23.0
plant_height,2023,M1,LI14,2,172.0
head_diameter,2023,M1,LI14,2,21.0
plant_height,2023,M1,LI14,2,160.0
head_diameter,2023,M1,LI14,2,21.0
plant_height,2023,M1,LI14,2,165.0
head_diameter,2023,M1,LI14,2,14.0
plant_height,2023,M1,LI14,2,171.0
head_diameter,2023,M1,LI14,2,23.0
plant_height,2023,M1,LI14,2,179.0
head_diameter,2023,M1,LI14,2,22.0
plant_height,2023,M1,LI14,2,182.0
head_diameter,2023,M1,LI14,2,22.0
plant_height,2023,M1,LI14,2,176.0
head_diameter,2023,M1,LI14,2,19.0
plant_height,2023,M1,LI14,2,178.0
head_diameter,2023,M1,LI14,2,20.0
plant_height,2023,M1,LI14,2,171.0
head_diameter,2023,M1,LI14,2,17.0
plant_height,2023,M1,LI14,2,164.0
head_diameter,2023,M1,LI14,2,16.0
plant_height,2023,M1,LI14,2,167.0
head_diameter,2023,M1,LI14,2,17.0
plant_height,2023,M1,LI14,3,151.0
head_diameter,2023,M1,LI14,3,19.0
plant_height,2023,M1,LI14,3,180.0
head_diameter,2023,M1,LI14,3,21.0
plant_height,2023,M1,LI14,3,182.0
head_diameter,2023,M1,LI14,3,22.0
plant_height,2023,M1,LI14,3,180.0
head_diameter,2023,M1,LI14,3,22.0
plant_height,2023,M1,LI14,3,180.0
head_diameter,2023,M1,LI14,3,15.0
plant_height,2023,M1,LI14,3,182.0
head_diameter,2023,M1,LI14,3,21.0
plant_height,2023,M1,LI14,3,188.0
head_diameter,2023,M1,LI14,3,25.0
plant_height,2023,M1,LI14,3,184.0
head_diameter,2023,M1,LI14,3,22.0
plant_height,2023,M1,LI14,3,190.0
head_diameter,2023,M1,LI14,3,23.0
plant_height,2023,M1,LI14,3,186.0
head_diameter,2023,M1,LI14,3,23.0
plant_height,2023,M1,LI14,3,171.0
head_diameter,2023,M1,LI14,3,23.0
plant_height,2023,M1,LI14,3,178.0
head_diameter,2023,M1,LI14,3,21.0
plant_height,2023,M1,LI14,3,184.0
head_diameter,2023,M1,LI14,3,19.0
plant_height,2023,M1,LI14,3,190.0
head_diameter,2023,M1,LI14,3,24.0
plant_height,2023,M1,LI14,3,194.0
head_diameter,2023,M1,LI14,3,20.0
plant_height,2023,M1,LI15,1,170.0
head_diameter,2023,M1,LI15,1,22.0
plant_height,2023,M1,LI15,1,175.0
head_diameter,2023,M1,LI15,1,22.0
plant_height,2023,M1,LI15,1,164.0
head_diameter,2023,M1,LI15,1,21.0
plant_height,2023,M1,LI15,1,185.0
head_diameter,2023,M1,LI15,1,20.0
plant_height,2023,M1,LI15,1,173.0
head_diameter,2023,M1,LI15,1,18.0
plant_height,2023,M1,LI15,1,180.0
head_diameter,2023,M1,LI15,1,22.0
plant_height,2023,M1,LI15,1,171.0
head_diameter,2023,M1,LI15,1,16.0
plant_height,2023,M1,LI15,1,175.0
head_diameter,2023,M1,LI15,1,18.0
plant_height,2023,M1,LI15,1,162.0
head_diameter,2023,M1,LI15,1,24.0
plant_height,2023,M1,LI15,1,173.0
head_diameter,2023,M1,LI15,1,20.0
plant_height,2023,M1,LI15,1,170.0
head_diameter,2023,M1,LI15,1,22.0
plant_height,2023,M1,LI15,1,179.0
head_diameter,2023,M1,LI15,1,20.0
plant_height,2023,M1,LI15,1,176.0
head_diameter,2023,M1,LI15,1,22.0
plant_height,2023,M1,LI15,1,170.0
head_diameter,2023,M1,LI15,1,20.0
plant_height,2023,M1,LI15,1,172.0
head_diameter,2023,M1,LI15,1,21.0
plant_height,2023,M1,LI15,2,156.0
head_diameter,2023,M1,LI15,2,24.0
plant_height,2023,M1,LI15,2,158.0
head_diameter,2023,M1,LI15,2,15.0
plant_height,2023,M1,LI15,2,148.0
head_diameter,2023,M1,LI15,2,16.0
plant_height,2023,M1,LI15,2,157.0
head_diameter,2023,M1,LI15,2,16.0
plant_height,2023,M1,LI15,2,153.0
head_diameter,2023,M1,LI15,2,19.0
plant_height,2023,M1,LI15,2,155.0
head_diameter,2023,M1,LI15,2,21.0
plant_height,2023,M1,LI15,2,153.0
head_diameter,2023,M1,LI15,2,17.0
plant_height,2023,M1,LI15,2,154.0
head_diameter,2023,M1,LI15,2,19.0
plant_height,2023,M1,LI15,2,145.0
head_diameter,2023,M1,LI15,2,15.0
plant_height,2023,M1,LI15,2,149.0
head_diameter,2023,M1,LI15,2,16.0
plant_height,2023,M1,LI15,2,154.0
head_diameter,2023,M1,LI15,2,23.0
plant_height,2023,M1,LI15,2,150.0
head_diameter,2023,M1,LI15,2,18.0
plant_height,2023,M1,LI15,2,139.0
head_diameter,2023,M1,LI15,2,16.0
plant_height,2023,M1,LI15,2,133.0
head_diameter,2023,M1,LI15,2,16.0
plant_height,2023,M1,LI15,2,136.0
head_diameter,2023,M1,LI15,2,13.0
plant_height,2023,M1,LI15,3,168.0
head_diameter,2023,M1,LI15,3,18.0
plant_height,2023,M1,LI15,3,163.0
head_diameter,2023,M1,LI15,3,20.0
plant_height,2023,M1,LI15,3,172.0
head_diameter,2023,M1,LI15,3,19.0
plant_height,2023,M1,LI15,3,175.0
head_diameter,2023,M1,LI15,3,17.0
plant_height,2023,M1,LI15,3,171.0
head_diameter,2023,M1,LI15,3,20.0
plant_height,2023,M1,LI15,3,172.0
head_diameter,2023,M1,LI15,3,17.0
plant_height,2023,M1,LI15,3,167.0
head_diameter,2023,M1,LI15,3,19.0
plant_height,2023,M1,LI15,3,172.0
head_diameter,2023,M1,LI15,3,17.0
plant_height,2023,M1,LI15,3,174.0
head_diameter,2023,M1,LI15,3,18.0
plant_height,2023,M1,LI15,3,183.0
head_diameter,2023,M1,LI15,3,21.0
plant_height,2023,M1,LI15,3,174.0
head_diameter,2023,M1,LI15,3,19.0
plant_height,2023,M1,LI15,3,168.0
head_diameter,2023,M1,LI15,3,19.0
plant_height,2023,M1,LI15,3,172.0
head_diameter,2023,M1,LI15,3,21.0
plant_height,2023,M1,LI15,3,177.0
head_diameter,2023,M1,LI15,3,20.0
plant_height,2023,M1,LI15,3,171.0
head_diameter,2023,M1,LI15,3,21.0
plant_height,2023,M1,LI16,1,180.0
head_diameter,2023,M1,LI16,1,25.0
plant_height,2023,M1,LI16,1,170.0
head_diameter,2023,M1,LI16,1,22.0
plant_height,2023,M1,LI16,1,174.0
head_diameter,2023,M1,LI16,1,22.0
plant_height,2023,M1,LI16,1,177.0
head_diameter,2023,M1,LI16,1,22.0
plant_height,2023,M1,LI16,1,185.0
head_diameter,2023,M1,LI16,1,25.0
plant_height,2023,M1,LI16,1,190.0
head_diameter,2023,M1,LI16,1,26.0
plant_height,2023,M1,LI16,1,177.0
head_diameter,2023,M1,LI16,1,21.0
plant_height,2023,M1,LI16,1,189.0
head_diameter,2023,M1,LI16,1,24.0
plant_height,2023,M1,LI16,1,191.0
head_diameter,2023,M1,LI16,1,21.0
plant_height,2023,M1,LI16,1,179.0
head_diameter,2023,M1,LI16,1,29.0
plant_height,2023,M1,LI16,1,179.0
head_diameter,2023,M1,LI16,1,23.0
plant_height,2023,M1,LI16,1,180.0
head_diameter,2023,M1,LI16,1,19.0
plant_height,2023,M1,LI16,1,165.0
head_diameter,2023,M1,LI16,1,27.0
plant_height,2023,M1,LI16,1,177.0
head_diameter,2023,M1,LI16,1,19.0
plant_height,2023,M1,LI16,1,164.0
head_diameter,2023,M1,LI16,1,17.0
plant_height,2023,M1,LI16,2,139.0
head_diameter,2023,M1,LI16,2,20.0
plant_height,2023,M1,LI16,2,168.0
head_diameter,2023,M1,LI16,2,25.0
plant_height,2023,M1,LI16,2,164.0
head_diameter,2023,M1,LI16,2,25.0
plant_height,2023,M1,LI16,2,148.0
head_diameter,2023,M1,LI16,2,21.0
plant_height,2023,M1,LI16,2,149.0
head_diameter,2023,M1,LI16,2,25.0
plant_height,2023,M1,LI16,2,153.0
head_diameter,2023,M1,LI16,2,16.0
plant_height,2023,M1,LI16,2,162.0
head_diameter,2023,M1,LI16,2,25.0
plant_height,2023,M1,LI16,2,168.0
head_diameter,2023,M1,LI16,2,24.0
plant_height,2023,M1,LI16,2,171.0
head_diameter,2023,M1,LI16,2,26.0
plant_height,2023,M1,LI16,2,169.0
head_diameter,2023,M1,LI16,2,14.0
plant_height,2023,M1,LI16,2,168.0
head_diameter,2023,M1,LI16,2,24.0
plant_height,2023,M1,LI16,2,162.0
head_diameter,2023,M1,LI16,2,20.0
plant_height,2023,M1,LI16,2,154.0
head_diameter,2023,M1,LI16,2,28.0
plant_height,2023,M1,LI16,2,158.0
head_diameter,2023,M1,LI16,2,25.0
plant_height,2023,M1,LI16,2,139.0
