mother,mother_long,father,Y,SCA,trait
M1,VK101A,LI49,2.812408163265306,-0.0170348479014239,seed_yield
M1,VK101A,LI5,2.5194489795918367,-0.1814175009626493,seed_yield
M1,VK101A,LI50,3.0813979591836738,-0.1425042356565269,seed_yield
M1,VK101A,LI51,3.1435408163265306,-0.0433715825953022,seed_yield
M1,VK101A,LI52,3.5372602040816323,0.2649753561802077,seed_yield
M1,VK101A,LI53,3.671977040816327,0.002495764343473,seed_yield
M1,VK101A,LI54,3.568775510204081,0.1004447439353093,seed_yield
M1,VK101A,LI6,3.4755612244897964,-0.2244736234116287,seed_yield
M1,VK101A,LI7,3.3734693877551023,0.2627559684251057,seed_yield
M1,VK101A,LI8,3.877270408163265,0.5462457643434737,seed_yield
M1,VK101A,LI9,3.024581632653061,0.0539855602618404,seed_yield
M2,VA761A,LI1,2.657938775510204,-0.0742154890257995,seed_yield
M2,VA761A,LI10,2.626423469387756,0.2638712456680787,seed_yield
M2,VA761A,LI11,3.7285714285714286,0.1372181844435887,seed_yield
M2,VA761A,LI12,3.441382653061225,-0.0548328359645742,seed_yield
M2,VA761A,LI13,3.431173469387756,0.2447845109742012,seed_yield
M2,VA761A,LI14,2.922045918367348,-0.4611287543319218,seed_yield
M2,VA761A,LI15,3.422739795918368,0.2953865517905276,seed_yield
M2,VA761A,LI16,3.57765306122449,-0.092118550250289,seed_yield
M2,VA761A,LI17,3.6251479591836735,0.1096977762803228,seed_yield
M2,VA761A,LI18,4.240362244897959,0.3786135926068534,seed_yield
M2,VA761A,LI19,3.1928112244897964,-0.4793277339237578,seed_yield
M2,VA761A,LI2,3.334408163265306,0.0187028783211395,seed_yield
M2,VA761A,LI20,3.6389081632653055,0.4245549191374662,seed_yield
M2,VA761A,LI21,3.431617346938776,-0.1851848767809016,seed_yield
M2,VA761A,LI22,3.1217908163265307,-0.0250930400462072,seed_yield
M2,VA761A,LI23,3.680188775510204,0.1576365517905271,seed_yield
M2,VA761A,LI24,3.245188775510204,0.0829171640354253,seed_yield
M2,VA761A,LI25,3.676859693877552,0.0543610415864463,seed_yield
M2,VA761A,LI27,4.074352040816327,0.4513355313823641,seed_yield
M2,VA761A,LI28,3.1630714285714285,-0.090490999229881,seed_yield
M2,VA761A,LI29,3.0232500000000004,-0.3406159992298803,seed_yield
M2,VA761A,LI3,2.716086734693878,-0.4768124278013088,seed_yield
M2,VA761A,LI30,3.3370714285714285,0.3850498170966494,seed_yield
M2,VA761A,LI31,3.052545918367347,0.0339426742395065,seed_yield
M2,VA761A,LI32,3.252734693877551,0.2509987966884863,seed_yield
M2,VA761A,LI33,3.7028265306122448,0.1530498170966496,seed_yield
M2,VA761A,LI34,3.1493112244897965,0.1136926742395072,seed_yield
M2,VA761A,LI35,3.0991530612244897,-0.2730726318829419,seed_yield
M2,VA761A,LI36,2.579372448979592,-0.0255369175972277,seed_yield
M2,VA761A,LI37,3.6939489795918368,0.0146340007701191,seed_yield
M2,VA761A,LI38,2.8323826530612246,-0.2982256931074323,seed_yield
M2,VA761A,LI39,3.4169693877551017,-0.1532256931074318,seed_yield
M2,VA761A,LI4,3.275816326530612,-0.0181389584135542,seed_yield
M2,VA761A,LI40,3.122234693877552,0.1401773681170581,seed_yield
M2,VA761A,LI41,3.7285714285714286,0.0312794089333845,seed_yield
M2,VA761A,LI42,3.176387755102041,0.0012436946476701,seed_yield
M2,VA761A,LI43,3.3051122448979595,0.0195906334231801,seed_yield
