hybrid,seed_yield,oil_content,seed_weight_1000,oil_yield
VK101A_LI20,2.841298577038704,50.66431844108121,55.68570339742634,1.4395245589327983
VK101A_LI21,3.554980800609025,50.02794494233128,70.8821463356637,1.7784838376391303
VK101A_LI22,3.138489989646912,49.99690233263616,66.206317739283,1.5691477748433291
VK101A_LI23,3.481286995043575,49.90377450355079,81.2586426728374,1.737293611827985
VK101A_LI24,2.883883931894148,49.826167979313,60.1213353193355,1.4369288522339945
VK101A_LI25,3.6978380548404095,49.88825319870324,75.50993559715009,1.8447868116767865
VK101A_LI26,3.201914986240128,49.79512536961788,63.179839640940656,1.5943975816268543
VK101A_LI27,3.42088223638337,49.87273189385568,60.84192534275027,1.7060874261560124
VK101A_LI28,3.421486283969972,50.07450885687395,63.42003631541227,1.713292452303271
VK101A_LI29,3.3776928339413232,40.205494474512754,107.61622441818918,1.358018105716292
VK101A_LI3,3.1094957054900134,50.69536105077633,56.966752327941634,1.5763700747565468
VK101A_LI30,3.068722493394376,40.46682115623466,97.36783297406691,1.241814443183047
VK101A_LI31,3.0367079713044665,50.19928820981393,65.08539992508213,1.524405786605523
VK101A_LI32,3.092280349271855,51.2851706349836,58.32786681661409,1.5858812536361375
VK101A_LI33,3.175638916222938,50.09003016172151,71.37855279623838,1.5906784909634355
VK101A_LI34,2.9122741684644446,49.26740100480086,67.40730111164106,1.4348017929366077
VK101A_LI35,3.574612347173592,48.30508010425218,70.6419496611921,1.7267193577186923
VK101A_LI36,2.4818902630104844,48.80176185937408,67.10305199064368,1.2112061757653694
VK101A_LI37,3.333012992956797,50.5399266974492,54.83293909250695,1.6845023234568228
VK101A_LI38,3.434775330875217,51.19204280589823,55.06119204380018,1.758331657668074
VK101A_LI39,3.3601754539298643,50.71088235562389,62.23506605468567,1.7039746213849245
VK101A_LI4,3.493971994362218,50.88161670894704,57.36708011872757,1.7777894380893366
VK101A_LI40,3.042446423377186,51.87498021919084,57.431132565253456,1.5782684803063944
VK101A_LI41,3.621124011341949,51.269649330136026,61.65859403595381,1.8565375824243724
VK101A_LI42,2.868178694642495,50.63327583138609,52.5631466292954,1.4522528297953834
VK101A_LI43,3.121878681015356,50.12107277141663,52.13079261524646,1.564719085547048
VK101A_LI44,2.8639503615362805,50.21420060050198,51.08994035920278,1.4381097796406297
VK101A_LI45,3.1427183227531263,52.46478980339811,56.998778551204566,1.6488205621453065
VK101A_LI46,3.4269227122493904,52.24749153553227,58.648129049242925,1.7904811540117331
VK101A_LI47,3.050299042003013,50.55566930714829,60.18538776586119,1.5420990965541557
VK101A_LI48,3.1203685620488506,49.96585972294103,55.8778607370036,1.559118978552081
VK101A_LI49,2.944590714347654,50.18315799080687,57.254988337307566,1.477688610363712
VK101A_LI5,2.745255010768978,52.852822424587096,57.351067007096205,1.4509447559438071
VK101A_LI50,3.127617133088075,48.95697490784967,70.81809388913796,1.531186735059536
VK101A_LI51,3.1699004641502184,50.52462669745317,55.04517893216872,1.6015803761927332
VK101A_LI52,3.437795568808228,51.19204280589823,65.5818063856568,1.7598777791635805
VK101A_LI53,3.5294597900750886,51.03682975742263,56.29420163942113,1.801324384417309
VK101A_LI54,3.4592392581326004,50.26076451504466,62.13898738489702,1.7386400975420042
VK101A_LI6,3.395814261539385,51.471426293154295,59.86512553323242,1.7478740346806665
VK101A_LI7,3.326348789080149,51.06787236711776,62.15500049652848,1.698695554092618
VK101A_LI8,3.6691457944768127,51.16100019620311,59.36871907265773,1.8771716871112605
VK101A_LI9,3.088958087545544,49.32948622419109,52.78733019213554,1.523767154266816
VK934A_LI1,2.883581908100847,46.28731047406944,92.16357169384864,1.3347325105767347
VK934A_LI10,2.301280034616472,47.62214269095956,89.45735582813515,1.0959188618036195
VK934A_LI11,3.5966600840845664,49.733040150227644,83.98087165018231,1.7887284036849889
VK934A_LI12,3.177149035189444,46.706385704953554,85.32597302722337,1.483931482796792
VK934A_LI13,3.224264746944403,50.67983974592877,82.37956048703826,1.6340522067358991
VK934A_LI14,3.275306768012276,49.98138102778859,73.44424419669426,1.6370435555491636
VK934A_LI15,3.1082876103168093,49.500220577514256,75.33379136920428,1.5386092232903672
VK934A_LI16,3.4000425946455994,49.764082759922765,76.2610842636788,1.6920000106720614
VK934A_LI17,3.27047438731946,49.62439101629473,76.95111564397978,1.6229529980511783
VK934A_LI18,3.3985324756790942,49.26740100480086,83.72466186407922,1.6743686230712056
VK934A_LI19,3.6319968679007855,49.87273189385568,77.11124676029421,1.8113760603213944
VK934A_LI2,3.165672131044004,49.422614053276455,76.29457806709077,1.5645579195180102
VK934A_LI20,3.602051578436056,49.36636848494394,70.98429414728288,1.7782020552284827
VK934A_LI21,3.422996402936477,46.75294961949623,87.29558575789059,1.600351783742059
VK934A_LI22,3.091072254098651,47.65318530065468,83.94884542691953,1.4729943890227537
VK934A_LI23,3.1351677279206007,47.839440958825385,87.96813644641108,1.499846714158723
VK934A_LI24,3.2931261718170366,49.60886971144717,72.38737882901917,1.6336826720102815
VK934A_LI25,3.124898918948366,49.32948622419109,83.35636029655613,1.5414965817425306
VK934A_LI26,3.175336892429637,48.07226053153878,81.5468786822033,1.5264562236828425
VK934A_LI27,3.1324495137808914,47.3738018133986,80.40994775637103,1.4839604245633276
VK934A_LI28,2.9977469019686342,48.92593229815455,76.74294519277112,1.4666756197271993
VK934A_LI29,3.36183658479302,40.71516203379561,109.95413871637945,1.3687772128098985
VK934A_LI3,3.4900456850493047,49.376050138733774,71.90698548007592,1.7232467073146591
VK934A_LI30,2.616592874822741,42.34489904278934,104.71785121289818,1.107993611204509
VK934A_LI31,2.978115355404068,47.40484442309373,80.42596086800243,1.4117709509695633
VK934A_LI32,2.7518995342216006,50.64879713623365,70.24162187040608,1.3938040124808573
VK934A_LI33,3.480984971250274,49.500220577514256,80.00961996558499,1.7230952390390066
VK934A_LI34,3.071440707534084,49.26740100480086,82.47563915682689,1.51321901000551
VK934A_LI35,3.130335347227784,48.56894228666068,71.47463146602703,1.5203707681740015
VK934A_LI36,3.0104319012872773,47.88600487336807,82.61975716150984,1.441575566959853
VK934A_LI37,3.4365874736350235,49.84168928416056,71.57071013581566,1.7128532505875516
VK934A_LI38,2.9584838088395014,51.71976717071525,65.67788505544544,1.5301209377150986
VK934A_LI39,3.5326310399047496,50.043466247178834,75.89425027630469,1.7678510220920962
VK934A_LI4,2.930999643649108,49.51574188236181,77.30340409987154,1.4513062181222367
VK934A_LI40,2.850359290837734,51.129957586508,70.09750386572311,1.4573874964684237
VK934A_LI41,3.3194022418342257,50.65676423357041,78.72857103506975,1.6815017676098143
VK934A_LI42,3.3819211670475378,50.09003016172151,70.9461987821895,1.6940053326197555
VK934A_LI43,3.2659440304199445,47.04785441159986,72.97986395938244,1.5365565925963118
VK934A_LI44,2.9470069046940623,49.32948622419109,64.74912458082187,1.4537433650770175
VK934A_LI45,3.1487587986191468,50.18775423032967,77.9119023418662,1.5802913271568584
VK934A_LI46,3.61840579720224,49.5933484065996,81.49883934730897,1.7944885937711046
VK934A_LI47,2.762470366987136,47.74631312974003,74.86941113189248,1.3189777515379564
VK934A_LI48,3.260205578347225,49.28292230964842,72.78770661980518,1.606724582311687
VK934A_LI49,3.005901544387762,51.45590498830674,63.70827232477821,1.5467138427222118
VK934A_LI5,2.918314644330465,50.633275831386094,77.06320742539988,1.4776383034915783
VK934A_LI50,3.265037959040041,47.46692964248396,85.88643193432382,1.5498132708179306
VK934A_LI51,3.136979870680407,50.22972190534954,73.63640153627156,1.5756962652695623
VK934A_LI52,3.2133918903855663,49.733040150227644,81.48282623567752,1.5981174790296129
VK934A_LI53,3.457427115372794,50.29180712473978,79.56125283990468,1.73880257634174
VK934A_LI54,3.567665799927668,45.99240568196581,83.93283231528798,1.640855328079484
VK934A_LI6,3.381015095667635,48.36716532364241,86.25473350184696,1.6353011609388717
VK934A_LI7,3.3731624770418085,50.88161670894704,70.67397588445496,1.7163196025384369
VK934A_LI8,3.1475507034459427,50.07450885687395,74.40503089458073,1.576120555771637
VK934A_LI9,3.280441172498393,47.46692964248396,79.88151507253349,1.5571247033128883
