hybrid,seed_yield,oil_content,seed_weight_1000,oil_yield,plant_height,head_diameter
VK101A_LI24,2.883883931894148,49.826167979313,60.1213353193355,1.4369288522339945,160.11752595631876,19.305021268548643
VK101A_LI25,3.6978380548404095,49.88825319870324,75.50993559715009,1.8447868116767865,166.69150007290327,17.608609451882295
VK101A_LI26,3.201914986240128,49.79512536961788,63.179839640940656,1.5943975816268543,157.0866677597116,17.62663507921405
VK101A_LI27,3.42088223638337,49.87273189385568,60.84192534275027,1.7060874261560124,157.59393595980222,18.190345606679863
VK101A_LI28,3.421486283969972,50.07450885687395,63.42003631541227,1.713292452303271,160.4895226363852,18.05925013517619
VK101A_LI29,3.3776928339413232,40.205494474512754,107.61622441818918,1.358018105716292,178.3697565044982,17.506464230335677
VK101A_LI3,3.1094957054900134,50.69536105077633,56.966752327941634,1.5763700747565468,155.2937657279158,18.18342667901717
VK101A_LI30,3.068722493394376,40.46682115623466,97.36783297406691,1.241814443183047,179.65649911915438,17.44237311093388
VK101A_LI31,3.0367079713044665,50.19928820981393,65.08539992508213,1.524405786605523,171.2469348271599,18.323626002708608
VK101A_LI32,3.092280349271855,51.2851706349836,58.32786681661409,1.5858812536361375,165.05105569687245,18.98456567153965
VK101A_LI33,3.175638916222938,50.09003016172151,71.37855279623838,1.5906784909634355,167.53306633272578,18.29358329048901
VK101A_LI34,2.9122741684644446,49.26740100480086,67.40730111164106,1.4348017929366077,160.74565149807032,17.818908437419445
VK101A_LI35,3.574612347173592,48.30508010425218,70.6419496611921,1.7267193577186923,175.5279458010396,19.29100133617949
VK101A_LI36,2.4818902630104844,48.80176185937408,67.10305199064368,1.2112061757653694,150.36910625097025,17.231709971309222
VK101A_LI37,3.333012992956797,50.5399266974492,54.83293909250695,1.6845023234568228,170.98834319686392,18.73444692111717
VK101A_LI38,3.434775330875217,51.19204280589823,55.06119204380018,1.758331657668074,172.83859275334592,18.299591832932933
VK101A_LI39,3.3601754539298643,50.71088235562389,62.23506605468567,1.7039746213849245,161.9897059691123,19.04465109597884
VK101A_LI4,3.493971994362218,50.88161670894704,57.36708011872757,1.7777894380893366,161.77016694481077,18.281566205601177
VK101A_LI40,3.042446423377186,51.87498021919084,57.431132565253456,1.5782684803063944,158.7515053606648,18.01719033806876
VK101A_LI41,3.621124011341949,51.269649330136026,61.65859403595381,1.8565375824243724,166.69150007290327,20.07211185388892
VK101A_LI42,2.868178694642495,50.63327583138609,52.5631466292954,1.4522528297953834,171.15546023370092,18.678130006899803
VK101A_LI43,3.121878681015356,50.12107277141663,52.13079261524646,1.564719085547048,165.90481856915616,19.01460838375925
VK101A_LI44,2.8639503615362805,50.21420060050198,51.08994035920278,1.4381097796406297,180.63222811605004,18.143369729391047
VK101A_LI45,3.1427183227531263,52.46478980339811,56.998778551204566,1.6488205621453065,175.9121390935673,18.49787373358225
VK101A_LI46,3.4269227122493904,52.24749153553227,58.648129049242925,1.7904811540117331,180.32121449828952,18.53392498824576
VK101A_LI47,3.050299042003013,50.55566930714829,60.18538776586119,1.5420990965541557,176.4792815730129,18.74422397378291
VK101A_LI48,3.1203685620488506,49.96585972294103,55.8778607370036,1.559118978552081,169.74675149443283,18.251523493381583
VK101A_LI49,2.944590714347654,50.18315799080687,57.254988337307566,1.477688610363712,155.8426132886696,17.24809690524718
VK101A_LI5,2.745255010768978,52.852822424587096,57.351067007096205,1.4509447559438071,149.6772256895351,17.72277175831675
VK101A_LI50,3.127617133088075,48.95697490784967,70.81809388913796,1.531186735059536,183.24840148897653,18.20345515383024
VK101A_LI51,3.1699004641502184,50.52462669745317,55.04517893216872,1.6015803761927332,171.90555190006447,19.44522059224008
VK101A_LI52,3.437795568808228,51.19204280589823,65.5818063856568,1.7598777791635805,166.10606267476587,18.68413854934372
VK101A_LI53,3.5294597900750886,51.03682975742263,56.29420163942113,1.801324384417309,169.34426328321337,19.076696655679736
VK101A_LI54,3.4592392581326004,50.26076451504466,62.13898738489702,1.7386400975420042,152.80565678583187,18.604024650091475
VK101A_LI6,3.395814261539385,51.471426293154295,59.86512553323242,1.7478740346806665,167.1854628775817,17.921053658966063
VK101A_LI7,3.326348789080149,51.06787236711776,62.15500049652848,1.698695554092618,160.08093611893517,19.0646795707919
VK101A_LI8,3.6691457944768127,51.16100019620311,59.36871907265773,1.8771716871112605,164.8132217538791,20.18627416032337
VK101A_LI9,3.088958087545544,49.32948622419109,52.78733019213554,1.523767154266816,149.95164946991207,17.59058382455054
VK934A_LI1,2.883581908100847,46.28731047406944,92.16357169384864,1.3347325105767347,166.47196104860174,19.12276214774978
